passage_id,question,passage,has_answer
1995_713_53,Jakiej karze podlega osoba wybierająca jaja ptaków łownych?,"Kto:
    1) poluje na przelotne ptactwo łowne na wybrzeżu morskim w pasie 
      3000 m od brzegu w głąb morza lub 5000 m w głąb lądu,
    2) poluje z chartami lub ich mieszańcami,
    3) poluje w czasie ochronnym,
    4) poluje nie posiadając uprawnień do polowania,
    5) wchodzi w posiadanie zwierzyny za pomocą broni i amunicji innej niż 
      myśliwska, środków i materiałów wybuchowych, trucizn, karmy o właściwościach
      odurzających, sztucznego światła, lepów, wnyków, żelaz, 
      sieci, dołów, samostrzałów lub rozkopywania nor i innych niedozwolonych
      środków,
    6) nie będąc uprawnionym do polowania wchodzi w posiadanie zwierzyny,
 - podlega karze pozbawienia wolności do lat 5.",False
2004_880_52,Jakiej karze podlega osoba wybierająca jaja ptaków łownych?,"1. W stosunku do dziko występujących zwierząt objętych ochroną gatunkową mogą
  być wprowadzone następujące zakazy:
   1) zabijania, okaleczania, chwytania, transportu, pozyskiwania,
     przetrzymywania, a także posiadania żywych zwierząt;
   2) zbierania, przetrzymywania i posiadania zwierząt martwych, w tym
     spreparowanych, a także ich części i produktów pochodnych;
   3) niszczenia ich jaj, postaci młodocianych i form rozwojowych;
   4) niszczenia ich siedlisk i ostoi;
   5) niszczenia ich gniazd, mrowisk, nor, legowisk, żeremi, tam, tarlisk,
     zimowisk i innych schronień;
   6) wybierania, posiadania i przechowywania ich jaj;
   7) wyrabiania, posiadania i przechowywania wydmuszek;
   8) preparowania martwych zwierząt lub ich części, w tym znalezionych;
   9) zbywania, nabywania, oferowania do sprzedaży, wymiany i darowizny
     zwierząt żywych, martwych, przetworzonych i spreparowanych, a także ich
     części i produktów pochodnych;
  10) wwożenia z zagranicy i wywożenia poza granicę państwa zwierząt żywych,
     martwych, przetworzonych i spreparowanych, a także ich części i produktów
     pochodnych;
  11) umyślnego płoszenia i niepokojenia;
  12) fotografowania, filmowania i obserwacji, mogących powodować ich płoszenie
     lub niepokojenie;
  13) przemieszczania z miejsc regularnego przebywania na inne miejsca;
  14) przemieszczania urodzonych i hodowanych w niewoli do stanowisk
     naturalnych.
2. W stosunku do dziko występujących zwierząt objętych ochroną gatunkową mogą
  być wprowadzone odstępstwa od zakazów, o których mowa w ust. 1, dotyczące:
   1) usuwania od dnia 16 października do końca lutego gniazd z budek dla
     ptaków i ssaków;
   2) usuwania od dnia 16 października do końca lutego gniazd ptasich z
     obiektów budowlanych i terenów zieleni, jeżeli wymagają tego względy
     bezpieczeństwa lub sanitarne;
   3) chwytania na terenach zabudowanych przez podmioty upoważnione przez
     wojewodę zabłąkanych zwierząt i przemieszczania ich do miejsc regularnego
     przebywania;
   4) chwytania zwierząt rannych i osłabionych w celu udzielenia im pomocy
     weterynaryjnej i przemieszczania do ośrodków rehabilitacji zwierząt oraz
     przetrzymywania w tych ośrodkach na czas odzyskania zdolności
     samodzielnego życia i przywrócenia ich do środowiska przyrodniczego;
   5) wykonywania czynności związanych z prowadzeniem racjonalnej gospodarki
     rolnej, leśnej lub rybackiej, jeżeli technologia prac uniemożliwia
     przestrzeganie zakazów;
   6) pozyskiwania gatunków zwierząt, o których mowa w art. 49 pkt 1 lit. c,
     lub ich części i produktów pochodnych przez podmioty, które uzyskały
     zezwolenie wojewody na to pozyskiwanie;
   7) przetrzymywania, zbywania, nabywania, oferowania do sprzedaży, wymiany,
     darowizny, a także wywożenia poza granicę państwa żywych, martwych i
     spreparowanych zwierząt, o których mowa w pkt 6, oraz ich części i
     produktów pochodnych.",False
1997_31_51,Jakiej karze podlega osoba wybierająca jaja ptaków łownych?,"1. Kto:
    1) nie stosuje się do nakazów, zakazów lub ograniczeń wydanych w celu 
      zwalczania choroby zakaźnej, określonych w art. 22 pkt 1-4, 9, 10, 13, 
      14, art. 23 ust. 1 i art. 24,
    2) prowadząc działalność w dziedzinach wymienionych w art. 5 ust. 1 
      oraz art. 31 ust. 1, nie zapewnia wymaganych warunków weterynaryjnych
      powodując przez to zagrożenie epizootyczne lub epidemiczne, 
      niewłaściwą jakość zdrowotną środków żywności pochodzenia zwierzęcego
      albo niewłaściwą jakość materiału biologicznego,
    3) sprowadza z zagranicy towary wbrew przepisom art. 10 lub 11 albo 
      bez przeprowadzenia weterynaryjnej kontroli granicznej,
    4) po sprowadzeniu z zagranicy zwierząt przeznaczonych do chowu lub 
      hodowli uchyla się od przeprowadzenia ich kwarantanny i badań,
    5) po sprowadzeniu z zagranicy towarów uchyla się od przeprowadzenia 
      badań towarów albo wprowadza do obrotu towary bez badań lub nie 
      stosuje się do nakazów rejonowego lekarza weterynarii po przeprowadzeniu
      tych badań określonych w art. 15 ust. 1, 3 i 4
    - podlega karze aresztu albo grzywny.
 2. Kto:
    1) uniemożliwia lub utrudnia wykonywanie obowiązków przez organy 
      Państwowej Inspekcji Weterynaryjnej lub osoby działające w ich imieniu,
    2) uchyla się od obowiązku ochronnego szczepienia zwierząt przeciwko 
      wściekliźnie, określonego w art. 8,
    3) nie dostarcza niezwłocznie posiadanych zwłok zwierzęcych bądź ich 
      części do wyznaczonych miejsc ich przetwarzania lub zbierania albo 
      spalania lub grzebania, określonych w art. 9,
    4) wprowadza do obrotu zwierzęta nie znakowane i bez świadectw miejsca
      pochodzenia albo wymaganych świadectw zdrowia stosownie do 
      przepisów art. 7 lub art. 27 ust. 2,
    5) nie zawiadamia w wymaganym terminie organu Państwowej Inspekcji 
      Weterynaryjnej o zamiarze rozpoczęcia działalności w dziedzinach 
      wymienionych w art. 5 ust. 1 lub w art. 31 ust. 1 albo jej zaprzestaniu,
    6) po sprowadzeniu z zagranicy zwierząt rzeźnych nie poddaje ich ubojowi
      w oznaczonym czasie i miejscu, określonych w art. 11 ust. 1 pkt 3 
      i w art. 15 ust. 2,
    7) uchyla się od obowiązków nałożonych na podstawie art. 16 pkt 1,
    8) nie dopełnia obowiązków określonych w art. 19,
    9) nie stosuje się do nakazu wydanego na podstawie art. 44 ust. 1 pkt 2,
   10) nie będąc do tego uprawniony w trybie przepisów art. 44 ust. 1 wykonuje
      czynności zastrzeżone dla organów Państwowej Inspekcji Weterynaryjnej
   - podlega karze grzywny.
 3. W razie popełnienia wykroczeń określonych w ust. 1 pkt 2-4 i ust. 2 pkt 8, 
   można orzec przepadek towaru, chociażby nie stanowił własności sprawcy 
   wykroczenia.
                                    
                               Rozdział 8
   Zmiany w przepisach obowiązujących, przepisy przejściowe i końcowe",False
1995_713_51,Jakiej karze podlega osoba wybierająca jaja ptaków łownych?,"1. Kto:
    1) strzela do zwierzyny w odległości mniejszej niż 500 m od miejsca zebrań
      publicznych w czasie ich trwania lub w odległości mniejszej niż 
      100 m od zabudowań mieszkalnych,
    2) wybiera jaja, pisklęta lub niszczy gniazda ptaków łownych,
    3) przetrzymuje zwierzynę bez odpowiedniego zezwolenia,
    4) pozyskuje zwierzynę inną lub w większej liczbie, niż przewiduje upoważnienie
      wydane przez dzierżawcę lub zarządcę obwodu łowieckiego,
    5) niszczy urządzenia łowieckie,
  - podlega karze grzywny.
 2. W przypadkach określonych w ust. 1 orzekanie następuje w trybie przepisów
   o postępowaniu w sprawach o wykroczenia.",True
2002_110_46,Jakiej karze podlega osoba wybierająca jaja ptaków łownych?,"1. Kto prowadzi działalność gospodarczą w zakresie usług detektywistycznych bez
  wymaganego zezwolenia, podlega grzywnie, karze ograniczenia wolności albo
  karze pozbawienia wolności do lat 2.
2. Tej samej karze podlega osoba wykonująca czynności detektywa w ramach
  prowadzonej działalności gospodarczej bez wymaganej licencji.
                                        
                                   Rozdział 6
                         Przepisy przejściowe i końcowe",False
2001_1450_49,Jakiej karze podlega osoba wybierająca jaja ptaków łownych?,"1. Kto, świadcząc usługi certyfikacyjne, wydaje certyfikat zawierający
  nieprawdziwe dane, o których mowa w art. 20 ust. 1, podlega grzywnie lub
  karze pozbawienia wolności do lat 3 albo obu tym karom łącznie.
2. Tej samej karze podlega osoba, która w imieniu podmiotu świadczącego usługi
  certyfikacyjne umożliwia wydanie certyfikatu, o którym mowa w ust. 1.
3. Tej samej karze podlega osoba, która posługuje się certyfikatem, o którym
  mowa w ust. 1.",False
1997_733_18,Komu i czemu podlega samorząd rolniczy podczas wykonywania swoich zadań?,"1. Ministrowie i kierownicy urzędów centralnych są obowiązani do uwzględniania
  w swoich działaniach zadań z zakresu gotowości cywilnej i zarządzania
  kryzysowego określonych w ustawie, w tym w szczególności do określania i
  diagnozowania zagrożeń związanych z rozwojem cywilizacyjnym lub działaniem
  sił natury oraz współdziałania z organami właściwymi w zakresie gotowości
  cywilnej i zarządzania kryzysowego podczas obserwacji, zapobiegania i
  likwidacji zagrożeń, w czasie trwania kryzysu, a także podczas usuwania jego
  skutków.
2. Ministrowie i kierownicy urzędów centralnych są obowiązani do podjęcia, w
  zakresie swoich kompetencji, bezzwłocznych działań, w celu minimalizacji
  skutków zagrożeń oraz informowania ministra właściwego do spraw wewnętrznych
  o tych zagrożeniach i podjętych działaniach.",False
2001_1083_5,Komu i czemu podlega samorząd rolniczy podczas wykonywania swoich zadań?,"1. Diagności laboratoryjni zorganizowani są na zasadach samorządu zawodowego,
  zwanego dalej ""samorządem"".
2. Samorząd jest niezależny w wykonywaniu swoich zadań i podlega wyłącznie
  przepisom ustawy.
3. Jednostką organizacyjną samorządu, posiadającą osobowość prawną jest Krajowa
  Izba Diagnostów Laboratoryjnych, z siedzibą w Warszawie.
4. Nadzór nad działalnością samorządu sprawuje minister właściwy do spraw
  zdrowia w zakresie i formach określonych niniejszą ustawą.
                                        
                                   Rozdział 2
         Uprawnienia do wykonywania czynności diagnostyki laboratoryjnej",False
1996_3_1,Komu i czemu podlega samorząd rolniczy podczas wykonywania swoich zadań?,"1. Tworzy się samorząd rolniczy działający na rzecz rozwiązywania problemów
   rolnictwa i reprezentujący interesy zrzeszonych w nim podmiotów.
 2. Członkami samorządu rolniczego z mocy prawa są:
    1) osoby fizyczne i prawne, będące podatnikami podatku rolnego w rozumieniu
      przepisów o podatku rolnym,
    2) osoby fizyczne i prawne, będące podatnikami podatku dochodowego z 
      działów specjalnych produkcji rolnej w rozumieniu przepisów o podatku
      dochodowym od osób fizycznych i podatku dochodowym od osób 
      prawnych,
    3) członkowie rolniczych spółdzielni produkcyjnych posiadający w tych 
      spółdzielniach wkłady gruntowe.",False
1996_3_2,Komu i czemu podlega samorząd rolniczy podczas wykonywania swoich zadań?,"1. Samorząd rolniczy jest niezależny w wykonywaniu swych zadań i podlega 
   tylko ustawom.
 2. Samodzielność samorządu rolniczego podlega ochronie sądowej.",True
1996_3_5,Komu i czemu podlega samorząd rolniczy podczas wykonywania swoich zadań?,"1. Do zadań izb należy w szczególności:
    1) sporządzanie analiz, ocen, opinii i wniosków z zakresu produkcji rolnej
      oraz rynku rolnego i przedstawianie ich organom administracji 
      rządowej i samorządu terytorialnego,
    2) występowanie do organów administracji rządowej i samorządu terytorialnego
      z inicjatywą w zakresie regulacji prawnych oraz opiniowanie 
      projektów przepisów,
    3) prowadzenie działań na rzecz tworzenia rynku rolnego oraz poprawy 
      warunków zbytu płodów rolnych i produktów rolnych,
    4) prowadzenie analiz kosztów i opłacalności produkcji rolnej,
    5) gromadzenie, przetwarzanie i przekazywanie informacji gospodarczych 
      na potrzeby producentów rolnych oraz innych podmiotów gospodarczych,
    6) doradztwo w zakresie działalności rolniczej, wiejskiego gospodarstwa 
      domowego oraz uzyskiwania przez rolników dodatkowych dochodów,
    7) podejmowanie działań na rzecz rozwoju infrastruktury rolnictwa i wsi 
      oraz poprawy struktury agrarnej,
    8) podnoszenie kwalifikacji osób zatrudnionych w rolnictwie,
    9) prowadzenie listy rzeczoznawców oraz przyznawanie tytułów kwalifikacyjnych
      w zakresie rolnictwa, na zasadach określonych w odrębnych 
      przepisach,
   10) kształtowanie i upowszechnianie zasad etyki i rzetelnego postępowania 
      w działalności gospodarczej,
   11) działanie na rzecz podnoszenia jakości środków i urządzeń stosowanych
      w działalności rolniczej oraz na rzecz poprawy warunków pracy i 
      bezpieczeństwa w rolnictwie,
   12) współdziałanie z jednostkami prowadzącymi szkoły rolnicze, wspieranie
      ich działalności, inicjowanie powstawania nowych szkół i zmian w 
      programach nauczania oraz współorganizowanie praktyk,
   13) kształtowanie świadomości ekologicznej producentów rolnych, 
   14) inicjowanie działań mających na celu powoływanie i wspieranie zrzeszeń
      i stowarzyszeń producentów rolnych,
   15) działanie na rzecz poprawy jakości produktów rolnych,
   16) promowanie eksportu produktów rolnych,
   17) rozwijanie współpracy z zagranicznymi organizacjami producentów rolnych.
 2. Izby mogą wykonywać zadania zlecone z zakresu administracji rządowej, 
   przekazane ustawami lub na podstawie porozumień z właściwymi organami
   administracji rządowej.
 3. Izby mogą realizować zadania przekazane w drodze porozumienia przez 
   organy samorządu terytorialnego z zakresu zadań własnych gminy.
 4. Zadania, o których mowa w ust. 2 i 3, są wykonywane przez izby po zapewnieniu
   koniecznych środków finansowych przez administrację rządową 
   lub samorządową.",False
2000_1319_24,Komu powierzone jest pełnienie obowiązków Prezesa w przypadku odwołania go w trakcie kadencji?,"1. Prezes Urzędu jest centralnym organem administracji rządowej właściwym w
  sprawach ochrony konkurencji i konsumentów. Prezes Rady Ministrów sprawuje
  nadzór nad działalnością Prezesa Urzędu.
2. Prezes Rady Ministrów powołuje na okres 5 lat Prezesa Urzędu, wyłonionego w
  drodze konkursu spośród osób posiadających wykształcenie wyższe, w
  szczególności z zakresu prawa, ekonomii lub zarządzania, i wyróżniających się
  wiedzą teoretyczną i doświadczeniem z zakresu gospodarki rynkowej oraz
  ochrony konkurencji i konsumentów.
3. Prezes Rady Ministrów określi, w drodze rozporządzenia, sposób i tryb
  przeprowadzania konkursu, o którym mowa w ust. 2. Prezes Rady Ministrów
  określi skład komisji konkursowej, wymogi wobec członków komisji konkursowej,
  kierując się koniecznością zapewnienia obiektywności wyboru Prezesa Urzędu.
4. Członkiem komisji konkursowej nie może być osoba, która w ostatnich trzech
  latach pełniła funkcję w organach przedsiębiorcy posiadającego pozycję
  dominującą na rynku lub reprezentowała jego interesy, a także osoba nie
  dająca rękojmi bezstronności pełnienia funkcji w interesie publicznym.
5. Prezes Urzędu może zostać odwołany przez Prezesa Rady Ministrów przed
  upływem kadencji w przypadku:
   1) nawiązania stosunku pracy, z wyjątkiem zatrudnienia na stanowisku
     profesora w szkole wyższej lub placówce naukowej,
   2) podjęcia działalności gospodarczej w charakterze przedsiębiorcy lub
     objęcia funkcji członka organu zarządzającego lub kontrolnego
     przedsiębiorcy,
   3) skazania prawomocnym wyrokiem sądu za przestępstwo popełnione umyślnie,
   4) rażącego naruszenia swoich obowiązków,
   5) choroby trwale uniemożliwiającej wykonywanie zadań,
   6) złożenia rezygnacji.
6. Prezes Urzędu wykonuje swoje zadania przy pomocy Urzędu Ochrony Konkurencji
  i Konsumentów, zwanego dalej ""Urzędem"".",False
1996_401_11,Komu powierzone jest pełnienie obowiązków Prezesa w przypadku odwołania go w trakcie kadencji?,"1. Kadencja Prezesa trwa 4 lata od dnia powołania, z zastrzeżeniem art. 21 ust.
  5.
2. Minister właściwy do spraw gospodarki może odwołać Prezesa w trakcie
  kadencji:
   1) na jego wniosek,
   2) w razie niewykonania przez Prezesa jednego z obowiązków określonych w
     art. 14 ust. 4-6,
   3) w razie niezatwierdzenia jednego z dokumentów, o których mowa w art. 14
     ust. 4-6, jeżeli dokument ten został negatywnie zaopiniowany przez Radę.
3. Minister właściwy do spraw gospodarki, na wniosek Rady, może także odwołać
  Prezesa w trakcie kadencji:
   1) w przypadkach określonych w art. 52 § 1 pkt 2 i art. 53 § 1 pkt 1 Kodeksu
     pracy,
   2) w razie naruszenia przez Prezesa przepisów ustawy,
   3) w razie niewykonywania przez Prezesa rocznego planu działania Agencji.
4. W przypadku odwołania Prezesa w trakcie kadencji minister właściwy do spraw
  gospodarki powierza pełnienie obowiązków Prezesa zastępcy Prezesa lub innemu
  pracownikowi Agencji, do czasu powołania nowego Prezesa, jednak na okres nie
  dłuższy niż 3 miesiące.
5. Minister właściwy do spraw gospodarki powołuje nowego Prezesa na pełną
  kadencję z zachowaniem wymogów określonych w art. 10.",True
2001_1070_166,Komu powierzone jest pełnienie obowiązków Prezesa w przypadku odwołania go w trakcie kadencji?,"§1. Mandat ławnika wygasa w razie orzeczenia prawomocnym wyrokiem pozbawienia
     go praw publicznych. Wygaśnięcie mandatu z tego powodu stwierdza rada
     gminy, która wybrała ławnika.
 §2. Rada gminy, która wybrała ławnika, może go odwołać na wniosek prezesa
     właściwego sądu, w razie:
   1) skazania go prawomocnym wyrokiem w przypadku innym niż określony w § 1,
   2) niewykonywania obowiązków ławnika,
   3) zachowania godzącego w powagę sądu,
   4) niezdolności do wykonywania obowiązków ławnika.
 §3. Przed upływem kadencji mandat ławnika wygasa z dniem doręczenia mu
     zawiadomienia prezesa sądu o skreśleniu z listy ławników wskutek
     zrzeczenia się mandatu z ważnych przyczyn lub odwołania ławnika przez radę
     gminy.",False
2001_1070_27,Komu powierzone jest pełnienie obowiązków Prezesa w przypadku odwołania go w trakcie kadencji?,"§1. Prezes i wiceprezes sądu może być odwołany przez Ministra Sprawiedliwości
     w toku kadencji w przypadku rażącego niewywiązywania się z obowiązków
     służbowych lub gdy dalsze pełnienie przez prezesa jego funkcji z innych
     powodów nie da się pogodzić z dobrem wymiaru sprawiedliwości.
 §2. Odwołanie prezesa albo wiceprezesa sądu następuje po zasięgnięciu opinii
     Krajowej Rady Sądownictwa. Zamiar odwołania, wraz z pisemnym
     uzasadnieniem, Minister Sprawiedliwości przedstawia Krajowej Radzie
     Sądownictwa w celu uzyskania opinii.
 §3. Jeżeli Krajowa Rada Sądownictwa w terminie miesiąca, od przedstawienia
     zamiaru odwołania prezesa albo wiceprezesa, opinii nie wyda, uważa się że
     opinia jest pozytywna.
 §4. W razie złożenia przez prezesa albo wiceprezesa sądu, w trakcie kadencji,
     rezygnacji z pełnionej funkcji, Minister Sprawiedliwości odwołuje go bez
     zasięgnięcia opinii, o której mowa w § 2.",False
1997_681_7,Komu powierzone jest pełnienie obowiązków Prezesa w przypadku odwołania go w trakcie kadencji?,"1. Rzecznik jest w swojej działalności niezależny od innych organów państwowych
  i odpowiada jedynie przed Sejmem na zasadach określonych w ustawie.
2. Rzecznik nie może być bez uprzedniej zgody Sejmu pociągnięty do
  odpowiedzialności karnej ani pozbawiony wolności. Rzecznik nie może być
  zatrzymany lub aresztowany, z wyjątkiem ujęcia go na gorącym uczynku
  przestępstwa i jeżeli jego zatrzymanie jest niezbędne do zapewnienia
  prawidłowego toku postępowania. O zatrzymaniu niezwłocznie powiadamia się
  Marszałka Sejmu, który może nakazać natychmiastowe zwolnienie zatrzymanego.
3. Rzecznik nie może zajmować innego stanowiska, ani wykonywać innych zajęć
  zawodowych, a także nie może prowadzić działalności publicznej  niedającej
  się pogodzić z obowiązkami i godnością jego urzędu.
4. Po zaprzestaniu wykonywania obowiązków Rzecznik ma prawo powrócić na
  stanowisko zajmowane poprzednio lub otrzymać stanowisko równorzędne z
  poprzednio zajmowanym.",False
1997_938_24,Kto ogłasza bieżące kursy dolara?,"1. NBP realizuje politykę walutową ustaloną przez Radę Ministrów w porozumieniu
   z Radą.
 2. Zasady ustalania kursu złotego w stosunku do walut obcych ustala Rada 
   Ministrów w porozumieniu z Radą.
 3. NBP ogłasza bieżące kursy walut obcych oraz kursy innych wartości dewizowych.
 
                               Rozdział 4
                             Nadzór bankowy",True
1996_465_587,Kto ogłasza bieżące kursy dolara?,"§1. Kto przy wykonywaniu obowiązków wymienionych w tytule III ogłasza dane
     nieprawdziwe albo przedstawia je organom spółki, władzom państwowym lub
     osobie powołanej do rewizji
   - podlega grzywnie, karze ograniczenia wolności albo pozbawienia wolności do
     lat 2.
 §2. Jeżeli sprawca działa nieumyślnie - podlega grzywnie, karze ograniczenia
     wolności albo pozbawienia wolności do roku.",False
1994_591_30,Kto ogłasza bieżące kursy dolara?,"1. Na dzień bilansowy ujmuje się wyrażone w walutach obcych:
   1) udziały w innych jednostkach, długoterminowe papiery wartościowe 
     oraz gotówkę znajdującą się w jednostkach prowadzących kupno i 
     sprzedaż walut obcych - po kursie, po którym nastąpił ich zakup, jednak
     w wysokości nie wyższej od obowiązującego na dzień bilansowy 
     średniego kursu ustalonego dla danej waluty przez Prezesa Narodowego
     Banku Polskiego,
   2) pozostałe aktywa i pasywa - po obowiązującym na dzień bilansowy średnim
     kursie ustalonym dla danej waluty przez Prezesa Narodowego 
     Banku Polskiego.
 2. W ciągu roku obrotowego ujmuje się w księgach rachunkowych, wyrażone 
   w walutach obcych, operacje gospodarcze dotyczące:
   1) środków pieniężnych, udziałów i papierów wartościowych - po kursie 
     kupna lub sprzedaży banku, z którego usług korzysta jednostka,
   2) pozostałych aktywów i pasywów - po obowiązującym na dzień przeprowadzenia
     operacji średnim kursie ustalonym dla danej waluty przez 
     Prezesa Narodowego Banku Polskiego, chyba że dowód odprawy celnej 
     wyznacza inny kurs.
 3. Jeżeli aktywa i pasywa są wyrażone w walutach, dla których Prezes Narodowego
   Banku Polskiego nie ustala kursu, to ich wartość należy określić w 
   relacji do wskazanej przez jednostkę waluty odniesienia, której kurs jest 
   ustalany przez Prezesa Narodowego Banku Polskiego.
 4. Różnice kursowe powstałe:
   1) w związku z wyceną na dzień bilansowy środków pieniężnych, udziałów 
     oraz papierów wartościowych,
   2) przy zapłacie wyrażonych w walutach obcych należności i zobowiązań 
     oraz innych operacjach
  zalicza się do przychodów lub kosztów operacji finansowych.
 5. Nadwyżkę ujemnych różnic kursowych nad dodatnimi, dotyczącą jednej 
   waluty, powstałą w związku z wyceną na dzień bilansowy innych niż środki 
   pieniężne, udziały oraz papiery wartościowe aktywów i pasywów wyrażonych
   lub wymagających zapłaty w danej walucie obcej, zalicza się do kosztów
   operacji finansowych. Nadwyżkę dodatnich różnic kursowych nad 
   ujemnymi zalicza się do przychodów przyszłych okresów, a w bankach - 
   do wyniku z pozycji wymiany.",False
1997_938_52,Kto ogłasza bieżące kursy dolara?,"1. NBP realizuje funkcje centralnej bankowej instytucji dewizowej poprzez 
   gromadzenie rezerw dewizowych, zarządzanie rezerwami dewizowymi oraz 
   podejmowanie czynności bankowych i innych mających na celu zapewnienie
   bezpieczeństwa obrotu dewizowego i płynności płatniczej kraju.
 2. NBP wykonuje kontrolę dewizową w zakresie ustalonym w przepisach 
   prawa dewizowego.
 3. NBP może pełnić funkcje agenta finansowego Rządu w zakresie zawierania
   i realizacji umów kredytowych oraz obsługi zadłużenia zagranicznego 
   państwa; NBP nie odpowiada za zobowiązania Skarbu Państwa w tym zakresie.
   Szczegółowy tryb postępowania ustali każdorazowo umowa między 
   NBP i Ministrem Finansów.
 4. NBP może posiadać wartości dewizowe i dokonywać obrotu tymi wartościami
   we własnym imieniu i na własny rachunek oraz na rachunek innych 
   podmiotów, jak również wykonywać czynności obrotu dewizowego w kraju 
   i za granicą, w tym również w zakresie udzielania i zaciągania kredytów i 
   pożyczek zagranicznych oraz udzielania i przyjmowania poręczeń i gwarancji
   bankowych w obrotach z zagranicą.
 5. NBP może upoważniać inne niż bank osoby prawne oraz podmioty nie 
   będące osobami prawnymi do wykonywania obsługi dewizowej i walutowej 
   ludności.
 
                               Rozdział 9
                 Szczególne obowiązki i uprawnienia NBP",False
2003_1939_128,Kto ogłasza bieżące kursy dolara?,"Kto będąc członkiem organu spółdzielni albo związku spółdzielczego ogłasza dane
nieprawdziwe albo przedstawia je organom spółdzielni, władzom państwowym lub
członkom spółdzielni lub związku spółdzielczego
    podlega grzywnie, karze ograniczenia wolności albo pozbawienia wolności do
     lat 2.",False
1996_465_21,Kto wyznacza termin usunięcia braków wynikłych z niedopełnienia przepisów prawa przez spółkę?,"§1. Sąd rejestrowy może orzec o rozwiązaniu wpisanej do rejestru spółki
     kapitałowej w przypadku, gdy:
   1) nie zawarto umowy spółki,
   2) określony w umowie albo statucie przedmiot działalności spółki jest
     sprzeczny z prawem,
   3) umowa albo statut spółki nie zawiera postanowień dotyczących firmy,
     przedmiotu działalności spółki, kapitału zakładowego lub wkładów,
   4) wszystkie osoby zawierające umowę spółki albo podpisujące statut nie
     miały zdolności do czynności prawnych w chwili ich dokonywania.
 §2. W przypadkach określonych w § 1, jeżeli braki nie zostaną usunięte w
     terminie wyznaczonym przez sąd rejestrowy, sąd ten może, po wezwaniu
     zarządu spółki do złożenia oświadczenia, wydać postanowienie o rozwiązaniu
     spółki.
 §3. Jeżeli braki, o których mowa w § 1, nie mogą być usunięte, sąd rejestrowy
     orzeka o rozwiązaniu spółki.
 §4. Z powodu braków, o których mowa w § 1, spółka nie może być rozwiązana,
     jeżeli od jej wpisu do rejestru upłynęło pięć lat.
 §5. O rozwiązaniu spółki sąd rejestrowy orzeka na wniosek osoby mającej
     interes prawny albo z urzędu, po przeprowadzeniu rozprawy.
 §6. Orzeczenie o rozwiązaniu spółki nie wpływa na ważność czynności prawnych
     zarejestrowanej spółki.
 
                                    Tytuł II
                                 Spółki osobowe
                                        
                                     Dział I
                                  Spółka jawna
                                        
                                   Rozdział 1
                                 Przepisy ogólne",True
1996_465_327,Kto wyznacza termin usunięcia braków wynikłych z niedopełnienia przepisów prawa przez spółkę?,"§1. Jeżeli po zarejestrowaniu spółki zostały stwierdzone braki wynikłe z
     niedopełnienia przepisów prawa, sąd rejestrowy, z urzędu albo na wniosek
     osób mających interes prawny, wzywa spółkę do usunięcia braków i wyznacza
     w tym celu odpowiedni termin.
 §2. Jeżeli spółka nie uczyni zadość wezwaniu, sąd rejestrowy może nakładać
     grzywny według zasad określonych w przepisach o Krajowym Rejestrze
     Sądowym.
 
                                   Rozdział 2
                         Prawa i obowiązki akcjonariuszy",True
1996_465_17,Kto wyznacza termin usunięcia braków wynikłych z niedopełnienia przepisów prawa przez spółkę?,"§1. Jeżeli do dokonania czynności prawnej przez spółkę ustawa wymaga uchwały
     zgromadzenia wspólników albo walnego zgromadzenia bądź rady nadzorczej,
     czynność prawna dokonana bez wymaganej uchwały jest nieważna.
 §2. Zgoda może być wyrażona przed złożeniem oświadczenia przez spółkę albo po
     jego złożeniu, nie później jednak niż w terminie dwóch miesięcy od dnia
     złożenia oświadczenia przez spółkę. Potwierdzenie wyrażone po złożeniu
     oświadczenia ma moc wsteczną od chwili dokonania czynności prawnej.
 §3. Czynność prawna dokonana bez zgody właściwego organu spółki, wymaganej
     wyłącznie przez umowę spółki albo statut jest ważna, jednakże nie wyklucza
     to odpowiedzialności członków zarządu wobec spółki z tytułu naruszenia
     umowy spółki albo statutu.",False
